Airline,AirportFrom,AirportTo,total_flights,delayed_flights,delay_rate
MQ,ORD,RIC,139,36,0.2589928057553957
MQ,ORD,ROC,116,62,0.5344827586206896
MQ,ORD,RST,62,17,0.27419354838709675
MQ,ORD,SAT,31,19,0.6129032258064516
MQ,ORD,SGF,87,40,0.45977011494252873
MQ,ORD,SLC,77,46,0.5974025974025974
MQ,ORD,SPI,58,24,0.41379310344827586
MQ,ORD,SYR,114,44,0.38596491228070173
MQ,ORD,TOL,27,9,0.3333333333333333
MQ,ORD,TRI,62,19,0.3064516129032258
MQ,ORD,TUL,87,41,0.47126436781609193
MQ,ORD,TVC,58,24,0.41379310344827586
MQ,ORD,TYS,114,45,0.39473684210526316
MQ,ORD,XNA,189,77,0.4074074074074074
MQ,ORF,JFK,31,3,0.0967741935483871
MQ,ORF,MIA,62,30,0.4838709677419355
MQ,PHL,ORD,141,66,0.46808510638297873
MQ,PIA,DFW,61,23,0.3770491803278688
MQ,PIT,JFK,31,14,0.45161290322580644
MQ,PIT,MIA,62,24,0.3870967741935484
MQ,PIT,ORD,147,66,0.4489795918367347
MQ,PNS,DFW,153,48,0.3137254901960784
MQ,PNS,MIA,62,15,0.24193548387096775
MQ,PNS,ORD,8,5,0.625
MQ,RAP,DFW,31,16,0.5161290322580645
MQ,RDU,DCA,210,33,0.15714285714285714
MQ,RDU,JFK,124,32,0.25806451612903225
MQ,RDU,LGA,267,85,0.31835205992509363
MQ,RDU,ORD,62,16,0.25806451612903225
MQ,RIC,MIA,62,27,0.43548387096774194
MQ,RIC,ORD,139,41,0.2949640287769784
MQ,RNO,LAX,92,27,0.29347826086956524
MQ,ROC,ORD,116,59,0.5086206896551724
MQ,ROW,DFW,87,32,0.367816091954023
MQ,RST,ORD,62,18,0.2903225806451613
MQ,SAF,DFW,61,16,0.26229508196721313
MQ,SAF,LAX,31,13,0.41935483870967744
MQ,SAN,LAX,362,109,0.3011049723756906
MQ,SAT,ORD,31,19,0.6129032258064516
MQ,SAV,DFW,61,19,0.3114754098360656
MQ,SBA,LAX,151,37,0.24503311258278146
MQ,SDF,DFW,31,14,0.45161290322580644
MQ,SDF,MIA,62,29,0.46774193548387094
MQ,SGF,DFW,239,60,0.2510460251046025
MQ,SGF,ORD,87,25,0.28735632183908044
MQ,SHV,DFW,103,20,0.1941747572815534
MQ,SJC,LAX,182,74,0.4065934065934066
MQ,SJT,DFW,15,4,0.26666666666666666
MQ,SLC,ORD,77,35,0.45454545454545453
MQ,SPI,ORD,58,16,0.27586206896551724
MQ,SPS,DFW,46,12,0.2608695652173913
MQ,STL,JFK,31,11,0.3548387096774194
MQ,SYR,ORD,114,63,0.5526315789473685
MQ,TLH,DFW,31,12,0.3870967741935484
MQ,TLH,MIA,81,22,0.2716049382716049
MQ,TOL,ORD,27,13,0.48148148148148145
MQ,TRI,ORD,62,17,0.27419354838709675
MQ,TUL,DFW,31,6,0.1935483870967742
MQ,TUL,ORD,87,38,0.4367816091954023
MQ,TVC,MQT,27,12,0.4444444444444444
MQ,TVC,ORD,58,22,0.3793103448275862
MQ,TXK,DFW,77,9,0.11688311688311688
MQ,TYR,DFW,60,16,0.26666666666666666
MQ,TYS,DFW,149,52,0.348993288590604
MQ,TYS,MIA,62,13,0.20967741935483872
MQ,TYS,ORD,114,33,0.2894736842105263
MQ,VPS,DFW,153,45,0.29411764705882354
MQ,XNA,DFW,200,51,0.255
MQ,XNA,LGA,62,19,0.3064516129032258
MQ,XNA,ORD,189,64,0.3386243386243386
OH,ALB,DTW,13,6,0.46153846153846156
OH,ATL,BHM,5,1,0.2
OH,ATL,CHA,26,4,0.15384615384615385
OH,ATL,CHS,26,6,0.23076923076923078
OH,ATL,CRW,26,3,0.11538461538461539
OH,ATL,CVG,31,11,0.3548387096774194
OH,ATL,DAB,3,0,0.0
OH,ATL,GRR,1,1,1.0
OH,ATL,GSO,149,26,0.174496644295302
OH,ATL,HSV,75,15,0.2
OH,ATL,IND,2,0,0.0
OH,ATL,LEX,29,5,0.1724137931034483
OH,ATL,LIT,1,0,0.0
OH,ATL,MDT,1,0,0.0
OH,ATL,ORD,17,8,0.47058823529411764
OH,ATL,PNS,3,1,0.3333333333333333
OH,ATL,SDF,1,0,0.0
OH,ATL,TRI,14,2,0.14285714285714285
OH,ATL,XNA,4,2,0.5
OH,ATW,DTW,93,18,0.1935483870967742
OH,AUS,MEM,10,2,0.2
OH,AVL,DTW,31,12,0.3870967741935484
OH,AZO,DTW,48,5,0.10416666666666667
OH,BDL,CVG,62,19,0.3064516129032258
OH,BDL,DCA,31,6,0.1935483870967742
OH,BDL,DTW,28,5,0.17857142857142858
OH,BHM,ATL,5,1,0.2
OH,BHM,LGA,50,7,0.14
OH,BNA,CVG,35,6,0.17142857142857143
OH,BNA,DTW,2,1,0.5
OH,BNA,LGA,19,7,0.3684210526315789
OH,BNA,MEM,30,8,0.26666666666666666
OH,BOS,CVG,26,12,0.46153846153846156
OH,BOS,DCA,105,26,0.24761904761904763
OH,BOS,DTW,8,2,0.25
OH,BOS,JFK,149,35,0.2348993288590604
OH,BOS,MEM,29,13,0.4482758620689655
OH,BOS,RDU,96,22,0.22916666666666666
OH,BUF,DTW,14,1,0.07142857142857142
OH,BUF,JFK,69,16,0.2318840579710145
OH,BWI,CVG,31,11,0.3548387096774194
OH,BWI,DTW,1,0,0.0
OH,BWI,MEM,15,6,0.4
OH,CAE,DTW,17,9,0.5294117647058824
OH,CHA,DTW,26,5,0.19230769230769232
OH,CHS,ATL,26,8,0.3076923076923077
OH,CHS,DTW,33,8,0.24242424242424243
OH,CHS,LGA,16,0,0.0
OH,CID,DTW,37,6,0.16216216216216217
OH,CID,MSP,1,0,0.0
OH,CLE,CVG,28,5,0.17857142857142858
OH,CLE,DTW,82,22,0.2682926829268293
OH,CLE,JFK,1,0,0.0
OH,CLE,MSP,14,3,0.21428571428571427
OH,CLT,CVG,66,16,0.24242424242424243
OH,CLT,DTW,1,0,0.0
OH,CLT,JFK,30,8,0.26666666666666666
OH,CLT,MSP,13,10,0.7692307692307693
OH,CMH,CVG,2,1,0.5
OH,CMH,DCA,67,24,0.3582089552238806
OH,CMH,DTW,21,5,0.23809523809523808
OH,CMH,LGA,14,3,0.21428571428571427
OH,CMH,MSP,32,8,0.25
OH,CMH,RDU,10,2,0.2
OH,CRW,ATL,27,2,0.07407407407407407
OH,CRW,DTW,54,9,0.16666666666666666
OH,CVG,ATL,31,12,0.3870967741935484
OH,CVG,BDL,59,21,0.3559322033898305
OH,CVG,BNA,19,6,0.3157894736842105
OH,CVG,BOS,44,15,0.3409090909090909
OH,CVG,BWI,28,10,0.35714285714285715
OH,CVG,CLE,40,7,0.175
OH,CVG,CLT,82,23,0.2804878048780488
OH,CVG,CMH,17,4,0.23529411764705882
OH,CVG,DCA,31,12,0.3870967741935484
OH,CVG,DEN,12,7,0.5833333333333334
OH,CVG,DFW,57,20,0.3508771929824561
OH,CVG,DTW,149,43,0.28859060402684567
OH,CVG,EVV,42,19,0.4523809523809524
OH,CVG,EWR,70,32,0.45714285714285713
OH,CVG,FWA,15,3,0.2
OH,CVG,GRR,59,17,0.288135593220339
OH,CVG,GSO,29,11,0.3793103448275862
OH,CVG,HTS,57,11,0.19298245614035087
OH,CVG,IAD,37,12,0.32432432432432434
OH,CVG,IAH,29,7,0.2413793103448276
OH,CVG,JAX,41,15,0.36585365853658536
OH,CVG,JFK,15,10,0.6666666666666666
OH,CVG,LGA,84,28,0.3333333333333333
OH,CVG,MCI,43,14,0.32558139534883723
OH,CVG,MDT,56,17,0.30357142857142855
OH,CVG,MEM,88,29,0.32954545454545453
OH,CVG,MKE,20,8,0.4
OH,CVG,MSN,26,11,0.4230769230769231
OH,CVG,MSP,90,40,0.4444444444444444
OH,CVG,MSY,39,20,0.5128205128205128
OH,CVG,OMA,26,8,0.3076923076923077
OH,CVG,ORD,81,19,0.2345679012345679
OH,CVG,ORF,32,12,0.375
OH,CVG,PHL,75,16,0.21333333333333335
OH,CVG,PIT,32,10,0.3125
OH,CVG,RDU,57,21,0.3684210526315789
OH,CVG,RIC,40,11,0.275
OH,CVG,SDF,43,13,0.3023255813953488
OH,CVG,STL,69,21,0.30434782608695654
OH,CVG,SYR,26,8,0.3076923076923077
OH,CVG,TPA,2,1,0.5
OH,CVG,XNA,44,8,0.18181818181818182
OH,DAB,ATL,3,0,0.0
OH,DAY,DTW,29,3,0.10344827586206896
OH,DAY,MSP,29,3,0.10344827586206896
OH,DCA,BDL,31,14,0.45161290322580644
OH,DCA,BOS,104,29,0.27884615384615385
OH,DCA,CMH,67,13,0.19402985074626866
OH,DCA,CVG,32,7,0.21875
OH,DCA,DTW,1,0,0.0
OH,DCA,GRR,26,11,0.4230769230769231
OH,DCA,IND,62,12,0.1935483870967742
OH,DCA,JAN,15,4,0.26666666666666666
OH,DCA,JAX,52,14,0.2692307692307692
OH,DCA,JFK,99,19,0.1919191919191919
OH,DCA,LEX,22,7,0.3181818181818182
OH,DCA,MEM,1,0,0.0
OH,DCA,STL,38,10,0.2631578947368421
OH,DEN,CVG,12,3,0.25
OH,DFW,CVG,55,18,0.32727272727272727
OH,DFW,DTW,10,2,0.2
OH,DFW,MEM,42,11,0.2619047619047619
OH,DFW,MSP,19,7,0.3684210526315789
OH,DLH,MSP,29,14,0.4827586206896552
OH,DSM,MSP,29,18,0.6206896551724138
OH,DTW,ALB,13,2,0.15384615384615385
OH,DTW,ATW,92,21,0.22826086956521738
OH,DTW,AVL,31,1,0.03225806451612903
OH,DTW,AZO,46,22,0.4782608695652174
OH,DTW,BDL,29,13,0.4482758620689655
OH,DTW,BNA,4,1,0.25
OH,DTW,BOS,9,2,0.2222222222222222
OH,DTW,BUF,15,5,0.3333333333333333
OH,DTW,BWI,1,0,0.0
OH,DTW,CAE,17,6,0.35294117647058826
OH,DTW,CHS,34,8,0.23529411764705882
OH,DTW,CID,39,4,0.10256410256410256
OH,DTW,CLE,25,4,0.16
OH,DTW,CLT,1,1,1.0
OH,DTW,CMH,8,2,0.25
OH,DTW,CRW,53,8,0.1509433962264151
OH,DTW,CVG,108,40,0.37037037037037035
OH,DTW,DAY,28,13,0.4642857142857143
OH,DTW,DCA,2,1,0.5
OH,DTW,DFW,1,0,0.0
OH,DTW,DSM,28,12,0.42857142857142855
OH,DTW,EVV,13,3,0.23076923076923078
OH,DTW,EWR,2,0,0.0
OH,DTW,FNT,1,1,1.0
OH,DTW,FWA,15,6,0.4
OH,DTW,GRB,1,1,1.0
OH,DTW,GRR,47,19,0.40425531914893614
OH,DTW,GSO,86,19,0.22093023255813954
OH,DTW,HPN,1,1,1.0
OH,DTW,HSV,39,8,0.20512820512820512
OH,DTW,IAD,69,16,0.2318840579710145
OH,DTW,IND,18,5,0.2777777777777778
OH,DTW,JAX,5,0,0.0
OH,DTW,JFK,15,3,0.2
OH,DTW,LEX,81,23,0.2839506172839506
OH,DTW,LIT,22,4,0.18181818181818182
OH,DTW,MBS,15,3,0.2
OH,DTW,MCI,2,1,0.5
OH,DTW,MDT,46,14,0.30434782608695654
OH,DTW,MKE,1,0,0.0
OH,DTW,MSN,24,9,0.375
OH,DTW,OMA,14,4,0.2857142857142857
OH,DTW,ORD,1,1,1.0
OH,DTW,ORF,39,17,0.4358974358974359
OH,DTW,PHL,31,8,0.25806451612903225
OH,DTW,PIT,28,8,0.2857142857142857
OH,DTW,PVD,20,6,0.3
OH,DTW,PWM,14,5,0.35714285714285715
OH,DTW,RDU,1,0,0.0
OH,DTW,RIC,46,14,0.30434782608695654
OH,DTW,ROC,42,9,0.21428571428571427
OH,DTW,SDF,58,19,0.3275862068965517
OH,DTW,STL,28,10,0.35714285714285715
OH,DTW,SYR,50,7,0.14
OH,DTW,TYS,28,10,0.35714285714285715
OH,DTW,XNA,41,9,0.21951219512195122
OH,EVV,CVG,43,6,0.13953488372093023
OH,EVV,DTW,13,0,0.0
OH,EWR,CVG,87,36,0.41379310344827586
OH,EWR,DTW,15,3,0.2
OH,EWR,MEM,29,5,0.1724137931034483
OH,FNT,DTW,1,1,1.0
OH,FSD,MSP,13,1,0.07692307692307693
OH,FWA,CVG,15,6,0.4
OH,FWA,DTW,15,9,0.6
OH,GEG,MSP,20,6,0.3
OH,GRB,DTW,1,0,0.0
OH,GRR,ATL,1,1,1.0
OH,GRR,CVG,44,11,0.25
OH,GRR,DCA,26,10,0.38461538461538464
OH,GRR,DTW,63,14,0.2222222222222222
OH,GRR,LGA,9,3,0.3333333333333333
OH,GRR,MSP,1,0,0.0
OH,GSO,ATL,151,32,0.2119205298013245
OH,GSO,CVG,29,12,0.41379310344827586
OH,GSO,DTW,84,19,0.2261904761904762
OH,HPN,DTW,1,0,0.0
OH,HSV,ATL,46,5,0.10869565217391304
OH,HSV,DTW,39,9,0.23076923076923078
OH,HSV,MEM,29,5,0.1724137931034483
OH,HTS,CVG,57,7,0.12280701754385964
OH,IAD,CVG,67,14,0.208955223880597
OH,IAD,DTW,68,23,0.3382352941176471
OH,IAD,MSP,1,1,1.0
OH,IAH,CVG,29,3,0.10344827586206896
OH,IAH,DTW,1,0,0.0
OH,IAH,JFK,31,4,0.12903225806451613
OH,IAH,MEM,13,5,0.38461538461538464
OH,IND,ATL,2,0,0.0
OH,IND,DCA,62,7,0.11290322580645161
OH,IND,DTW,13,2,0.15384615384615385
OH,IND,LGA,32,5,0.15625
OH,IND,MEM,11,3,0.2727272727272727
OH,IND,MSP,30,13,0.43333333333333335
OH,IND,RDU,27,16,0.5925925925925926
OH,JAN,DCA,15,0,0.0
OH,JAN,DTW,1,1,1.0
OH,JAX,CVG,42,6,0.14285714285714285
OH,JAX,DCA,52,7,0.1346153846153846
OH,JAX,DTW,4,1,0.25
OH,JAX,LGA,42,8,0.19047619047619047
OH,JFK,BOS,148,52,0.35135135135135137
OH,JFK,BUF,70,20,0.2857142857142857
OH,JFK,BWI,2,1,0.5
OH,JFK,CLE,28,10,0.35714285714285715
OH,JFK,CLT,14,4,0.2857142857142857
OH,JFK,CVG,17,4,0.23529411764705882
OH,JFK,DCA,99,21,0.21212121212121213
OH,JFK,DFW,31,16,0.5161290322580645
OH,JFK,DTW,18,10,0.5555555555555556
OH,JFK,IAD,29,6,0.20689655172413793
OH,JFK,IAH,31,12,0.3870967741935484
OH,JFK,MSP,49,22,0.4489795918367347
OH,JFK,ORD,76,27,0.35526315789473684
OH,JFK,ORF,29,9,0.3103448275862069
OH,JFK,PHL,14,8,0.5714285714285714
OH,JFK,PIT,19,4,0.21052631578947367
OH,JFK,RDU,29,7,0.2413793103448276
OH,JFK,RIC,60,24,0.4
OH,JFK,ROC,32,9,0.28125
OH,JFK,STL,31,14,0.45161290322580644
OH,JFK,SYR,53,19,0.3584905660377358
OH,LEX,ATL,31,10,0.3225806451612903
OH,LEX,DCA,25,5,0.2
OH,LEX,DTW,76,14,0.18421052631578946
OH,LEX,MSP,1,0,0.0
OH,LGA,BHM,50,14,0.28
OH,LGA,BNA,19,5,0.2631578947368421
OH,LGA,CHS,15,5,0.3333333333333333
OH,LGA,CMH,12,4,0.3333333333333333
OH,LGA,CVG,85,22,0.25882352941176473
OH,LGA,GRR,9,5,0.5555555555555556
OH,LGA,IND,32,6,0.1875
OH,LGA,JAX,43,22,0.5116279069767442
OH,LGA,MCI,50,12,0.24
OH,LGA,MSN,26,10,0.38461538461538464
OH,LGA,OMA,25,5,0.2
OH,LGA,RDU,40,14,0.35
OH,LGA,STL,4,1,0.25
OH,LIT,ATL,1,0,0.0
OH,LIT,DTW,22,6,0.2727272727272727
OH,MBS,DTW,15,2,0.13333333333333333
OH,MCI,CVG,71,17,0.23943661971830985
OH,MCI,DTW,3,1,0.3333333333333333
OH,MCI,LGA,50,10,0.2
OH,MCI,MEM,1,0,0.0
OH,MCI,MSP,2,0,0.0
OH,MCO,RDU,68,21,0.3088235294117647
OH,MDT,CVG,57,13,0.22807017543859648
OH,MDT,DTW,47,6,0.1276595744680851
OH,MDW,MSP,15,4,0.26666666666666666
OH,MEM,AUS,10,1,0.1
OH,MEM,BNA,16,8,0.5
OH,MEM,BOS,13,2,0.15384615384615385
OH,MEM,BWI,16,6,0.375
OH,MEM,CMH,29,5,0.1724137931034483
OH,MEM,CVG,29,9,0.3103448275862069
OH,MEM,DFW,26,12,0.46153846153846156
OH,MEM,DTW,1,1,1.0
OH,MEM,EWR,58,22,0.3793103448275862
OH,MEM,GRR,1,0,0.0
OH,MEM,IAH,13,6,0.46153846153846156
OH,MEM,IND,37,5,0.13513513513513514
OH,MEM,MCI,31,11,0.3548387096774194
OH,MEM,MFE,43,9,0.20930232558139536
OH,MEM,OMA,32,7,0.21875
OH,MEM,ORD,31,17,0.5483870967741935
OH,MEM,PHL,29,7,0.2413793103448276
OH,MEM,RDU,27,9,0.3333333333333333
OH,MEM,STL,19,3,0.15789473684210525
OH,MEM,XNA,27,2,0.07407407407407407
OH,MFE,MEM,44,5,0.11363636363636363
OH,MKE,CVG,20,1,0.05
OH,MKE,DTW,1,0,0.0
OH,MSN,CVG,27,3,0.1111111111111111
OH,MSN,DTW,23,4,0.17391304347826086
OH,MSN,LGA,26,8,0.3076923076923077
OH,MSP,BNA,28,4,0.14285714285714285
OH,MSP,CLE,31,2,0.06451612903225806
OH,MSP,CLT,13,4,0.3076923076923077
OH,MSP,CMH,4,2,0.5
OH,MSP,CVG,117,29,0.24786324786324787
OH,MSP,DAY,29,6,0.20689655172413793
OH,MSP,DFW,11,9,0.8181818181818182
OH,MSP,DLH,29,11,0.3793103448275862
OH,MSP,DSM,1,1,1.0
OH,MSP,DTW,1,0,0.0
OH,MSP,FSD,14,2,0.14285714285714285
OH,MSP,GEG,19,5,0.2631578947368421
OH,MSP,GRR,1,0,0.0
OH,MSP,IAD,1,0,0.0
OH,MSP,IND,1,1,1.0
OH,MSP,JFK,63,21,0.3333333333333333
OH,MSP,MCI,1,0,0.0
OH,MSP,MDW,15,4,0.26666666666666666
OH,MSP,MEM,1,0,0.0
OH,MSP,MSY,28,14,0.5
OH,MSP,OKC,55,20,0.36363636363636365
OH,MSP,OMA,11,4,0.36363636363636365
OH,MSP,PIT,31,5,0.16129032258064516
OH,MSP,STL,2,1,0.5
OH,MSY,CVG,39,11,0.28205128205128205
OH,MSY,MSP,28,7,0.25
OH,OKC,MEM,27,14,0.5185185185185185
OH,OKC,MSP,29,3,0.10344827586206896
OH,OMA,CVG,28,9,0.32142857142857145
OH,OMA,DTW,13,2,0.15384615384615385
OH,OMA,LGA,24,3,0.125
OH,OMA,MEM,33,7,0.21212121212121213
OH,OMA,MSP,11,7,0.6363636363636364
OH,ORD,ATL,17,2,0.11764705882352941
OH,ORD,CVG,51,16,0.3137254901960784
OH,ORD,DTW,1,1,1.0
OH,ORD,JFK,106,49,0.46226415094339623
OH,ORD,MSP,32,8,0.25
OH,ORF,CVG,56,15,0.26785714285714285
OH,ORF,JFK,43,6,0.13953488372093023
OH,PHL,CVG,45,9,0.2
OH,PHL,DTW,30,13,0.43333333333333335
OH,PHL,JFK,31,8,0.25806451612903225
OH,PHL,MEM,43,9,0.20930232558139536
OH,PIT,CVG,30,8,0.26666666666666666
OH,PIT,DTW,34,10,0.29411764705882354
OH,PIT,JFK,20,5,0.25
OH,PIT,MSP,26,11,0.4230769230769231
OH,PNS,ATL,3,1,0.3333333333333333
OH,PVD,DTW,21,2,0.09523809523809523
OH,PWM,DTW,14,4,0.2857142857142857
OH,RDU,BOS,95,25,0.2631578947368421
OH,RDU,CMH,10,2,0.2
OH,RDU,CVG,33,3,0.09090909090909091
OH,RDU,DTW,26,5,0.19230769230769232
OH,RDU,IND,26,8,0.3076923076923077
OH,RDU,JFK,27,4,0.14814814814814814
OH,RDU,LGA,41,11,0.2682926829268293
OH,RDU,MCO,68,18,0.2647058823529412
OH,RDU,MEM,29,12,0.41379310344827586
OH,RDU,STL,25,7,0.28
OH,RIC,CVG,42,7,0.16666666666666666
OH,RIC,DTW,44,13,0.29545454545454547
OH,RIC,JFK,61,16,0.26229508196721313
OH,ROC,DTW,42,18,0.42857142857142855
OH,ROC,JFK,32,11,0.34375
OH,SDF,ATL,1,1,1.0
OH,SDF,CVG,57,24,0.42105263157894735
OH,SDF,DTW,44,8,0.18181818181818182
OH,STL,ATL,2,0,0.0
OH,STL,CVG,74,15,0.20270270270270271
OH,STL,DCA,39,10,0.2564102564102564
OH,STL,DTW,17,4,0.23529411764705882
OH,STL,JFK,31,9,0.2903225806451613
OH,STL,LGA,4,2,0.5
OH,STL,MEM,11,4,0.36363636363636365
OH,STL,MSP,13,4,0.3076923076923077
OH,STL,RDU,25,8,0.32
OH,SYR,CVG,26,16,0.6153846153846154
OH,SYR,DTW,49,15,0.30612244897959184
OH,SYR,JFK,54,17,0.3148148148148148
OH,TPA,CVG,2,0,0.0
OH,TRI,ATL,14,2,0.14285714285714285
OH,TYS,CVG,28,12,0.42857142857142855
OH,XNA,ATL,55,11,0.2
OH,XNA,CVG,44,8,0.18181818181818182
OH,XNA,DTW,1,0,0.0
OH,XNA,MSP,15,5,0.3333333333333333
OO,ABQ,DEN,118,54,0.4576271186440678
OO,ABQ,LAX,82,28,0.34146341463414637
OO,ABQ,SFO,31,3,0.0967741935483871
OO,ABQ,SLC,171,57,0.3333333333333333
OO,ACV,CEC,28,12,0.42857142857142855
OO,ACV,SFO,213,127,0.596244131455399
OO,ACV,SMF,55,18,0.32727272727272727
OO,ASE,DEN,301,93,0.3089700996677741
OO,ASE,IAH,4,3,0.75
OO,ASE,LAX,59,31,0.5254237288135594
OO,ASE,ORD,63,34,0.5396825396825397
OO,ASE,SFO,31,17,0.5483870967741935
OO,ATL,DEN,12,6,0.5
OO,ATL,IAD,14,3,0.21428571428571427
OO,ATL,ORD,58,21,0.3620689655172414
OO,ATW,DEN,27,12,0.4444444444444444
OO,ATW,ORD,71,23,0.323943661971831
OO,AUS,DEN,51,14,0.27450980392156865
OO,AUS,IAD,2,0,0.0
OO,AUS,ORD,39,22,0.5641025641025641
OO,AUS,SFO,60,22,0.36666666666666664
OO,AUS,SLC,68,33,0.4852941176470588
OO,AVL,ORD,62,23,0.3709677419354839
OO,BFL,DEN,31,7,0.22580645161290322
OO,BFL,LAX,58,26,0.4482758620689655
OO,BFL,SBP,1,1,1.0
OO,BFL,SFO,91,49,0.5384615384615384
OO,BHM,DEN,47,16,0.3404255319148936
OO,BHM,ORD,27,6,0.2222222222222222
OO,BIL,DEN,71,26,0.36619718309859156
OO,BIL,MSP,16,6,0.375
OO,BIL,SLC,146,29,0.19863013698630136
OO,BIS,DEN,119,52,0.4369747899159664
OO,BIS,MSP,83,48,0.5783132530120482
OO,BIS,SLC,31,9,0.2903225806451613
OO,BNA,DEN,4,2,0.5
OO,BNA,MSP,49,23,0.46938775510204084
OO,BNA,ORD,40,16,0.4
OO,BOI,DEN,129,77,0.5968992248062015
OO,BOI,LAX,54,28,0.5185185185185185
OO,BOI,MSP,12,4,0.3333333333333333
OO,BOI,ORD,55,28,0.509090909090909
OO,BOI,SFO,124,60,0.4838709677419355
OO,BOI,SLC,154,58,0.37662337662337664
OO,BTM,SLC,60,21,0.35
OO,BUR,DEN,62,27,0.43548387096774194
OO,BUR,SFO,172,97,0.563953488372093
OO,BUR,SLC,90,33,0.36666666666666664
OO,BZN,DEN,120,34,0.2833333333333333
OO,BZN,ORD,20,10,0.5
OO,BZN,SFO,16,6,0.375
OO,BZN,SLC,145,32,0.2206896551724138
OO,CAK,MKE,54,25,0.46296296296296297
OO,CAK,ORD,1,0,0.0
OO,CDC,SLC,55,27,0.4909090909090909
OO,CEC,ACV,27,10,0.37037037037037035
OO,CEC,SFO,61,33,0.5409836065573771
OO,CHS,ORD,13,4,0.3076923076923077
OO,CIC,SFO,120,49,0.4083333333333333
OO,CID,DEN,47,19,0.40425531914893614
OO,CID,MSP,59,30,0.5084745762711864
OO,CID,ORD,30,11,0.36666666666666664
OO,CLD,LAX,163,66,0.4049079754601227
OO,CLE,CVG,29,16,0.5517241379310345
OO,CLE,DEN,57,30,0.5263157894736842
OO,CLE,MSP,46,13,0.2826086956521739
OO,CLE,ORD,36,17,0.4722222222222222
OO,CMH,DEN,15,9,0.6
OO,CMH,MSP,18,7,0.3888888888888889
OO,CMH,ORD,7,2,0.2857142857142857
OO,CMX,ORD,62,19,0.3064516129032258
OO,COD,DEN,31,10,0.3225806451612903
OO,COD,SLC,62,25,0.4032258064516129
OO,COS,DEN,327,125,0.382262996941896
OO,COS,IAD,31,8,0.25806451612903225
OO,COS,LAX,82,27,0.32926829268292684
OO,COS,MSP,32,24,0.75
OO,COS,ORD,128,57,0.4453125
OO,COS,SFO,31,11,0.3548387096774194
OO,COS,SLC,70,24,0.34285714285714286
OO,CPR,DEN,117,39,0.3333333333333333
OO,CPR,SLC,59,14,0.23728813559322035
OO,CRW,ORD,62,37,0.5967741935483871
OO,CVG,CLE,17,6,0.35294117647058826
OO,CVG,DEN,16,3,0.1875
OO,CVG,MKE,26,11,0.4230769230769231
OO,CVG,ORD,7,5,0.7142857142857143
OO,CVG,PIT,14,8,0.5714285714285714
OO,CWA,EAU,27,12,0.4444444444444444
OO,CWA,ORD,114,46,0.40350877192982454
OO,DAY,DEN,29,7,0.2413793103448276
OO,DAY,ORD,25,15,0.6
OO,DEN,ABQ,118,40,0.3389830508474576
OO,DEN,ASE,303,148,0.4884488448844885
OO,DEN,ATL,41,20,0.4878048780487805
OO,DEN,ATW,27,13,0.48148148148148145
OO,DEN,AUS,53,20,0.37735849056603776
OO,DEN,BFL,31,18,0.5806451612903226
OO,DEN,BHM,47,24,0.5106382978723404
OO,DEN,BIL,71,31,0.43661971830985913
OO,DEN,BIS,119,45,0.37815126050420167
OO,DEN,BNA,29,9,0.3103448275862069
OO,DEN,BOI,131,62,0.4732824427480916
OO,DEN,BUR,62,30,0.4838709677419355
OO,DEN,BZN,119,59,0.4957983193277311
OO,DEN,CID,52,21,0.40384615384615385
OO,DEN,CLE,59,21,0.3559322033898305
OO,DEN,CMH,15,5,0.3333333333333333
OO,DEN,COD,31,11,0.3548387096774194
OO,DEN,COS,328,130,0.39634146341463417
OO,DEN,CPR,117,54,0.46153846153846156
OO,DEN,CVG,4,0,0.0
OO,DEN,DAY,29,10,0.3448275862068966
OO,DEN,DFW,27,11,0.4074074074074074
OO,DEN,DRO,218,99,0.4541284403669725
OO,DEN,DSM,22,14,0.6363636363636364
OO,DEN,DTW,19,5,0.2631578947368421
OO,DEN,EGE,64,36,0.5625
OO,DEN,ELP,88,45,0.5113636363636364
OO,DEN,EUG,57,25,0.43859649122807015
OO,DEN,FAR,119,51,0.42857142857142855
OO,DEN,FAT,90,47,0.5222222222222223
OO,DEN,FCA,31,14,0.45161290322580644
OO,DEN,FSD,77,39,0.5064935064935064
OO,DEN,GCC,62,9,0.14516129032258066
OO,DEN,GEG,31,17,0.5483870967741935
OO,DEN,GJT,218,96,0.44036697247706424
OO,DEN,GRR,5,3,0.6
OO,DEN,GTF,62,28,0.45161290322580644
OO,DEN,GUC,47,19,0.40425531914893614
OO,DEN,HDN,92,42,0.45652173913043476
OO,DEN,HLN,60,35,0.5833333333333334
OO,DEN,HSV,59,21,0.3559322033898305
OO,DEN,IAH,17,5,0.29411764705882354
OO,DEN,ICT,97,34,0.35051546391752575
OO,DEN,IDA,88,35,0.3977272727272727
OO,DEN,IND,1,0,0.0
OO,DEN,JAC,71,31,0.43661971830985913
OO,DEN,LIT,88,45,0.5113636363636364
OO,DEN,LNK,88,42,0.4772727272727273
OO,DEN,MAF,62,27,0.43548387096774194
OO,DEN,MCI,26,5,0.19230769230769232
OO,DEN,MEM,58,27,0.46551724137931033
OO,DEN,MFR,31,18,0.5806451612903226
OO,DEN,MKE,59,24,0.4067796610169492
