AirportFrom,AirportTo,total_flights,delayed_flights,delay_rate
ELP,HOU,87,50,0.5747126436781609
ELP,IAH,175,39,0.22285714285714286
ELP,LAS,93,59,0.6344086021505376
ELP,LAX,148,80,0.5405405405405406
ELP,ORD,124,47,0.3790322580645161
ELP,PHX,331,127,0.38368580060422963
ELP,SAN,31,18,0.5806451612903226
ELP,SAT,70,42,0.6
ERI,DTW,74,28,0.3783783783783784
EUG,DEN,57,17,0.2982456140350877
EUG,PDX,119,56,0.47058823529411764
EUG,SFO,183,96,0.5245901639344263
EUG,SLC,60,21,0.35
EVV,ATL,88,25,0.2840909090909091
EVV,CVG,43,6,0.13953488372093023
EVV,DFW,61,24,0.39344262295081966
EVV,DTW,67,17,0.2537313432835821
EVV,ORD,91,21,0.23076923076923078
EWN,ATL,74,17,0.22972972972972974
EWR,ATL,516,253,0.4903100775193798
EWR,AUS,75,31,0.41333333333333333
EWR,AVL,31,13,0.41935483870967744
EWR,BDL,25,13,0.52
EWR,BNA,160,73,0.45625
EWR,BOS,197,84,0.4263959390862944
EWR,BQN,29,25,0.8620689655172413
EWR,BTV,74,31,0.4189189189189189
EWR,BUF,16,6,0.375
EWR,BWI,86,41,0.47674418604651164
EWR,CHS,90,42,0.4666666666666667
EWR,CLE,174,74,0.42528735632183906
EWR,CLT,478,137,0.28661087866108786
EWR,CMH,109,61,0.5596330275229358
EWR,CVG,222,95,0.42792792792792794
EWR,DAY,82,49,0.5975609756097561
EWR,DCA,136,70,0.5147058823529411
EWR,DEN,189,109,0.5767195767195767
EWR,DFW,303,104,0.3432343234323432
EWR,DTW,351,173,0.4928774928774929
EWR,EGE,16,9,0.5625
EWR,FLL,349,204,0.5845272206303725
EWR,GRR,52,23,0.4423076923076923
EWR,GSO,102,43,0.4215686274509804
EWR,GSP,66,24,0.36363636363636365
EWR,HDN,2,2,1.0
EWR,HNL,31,24,0.7741935483870968
EWR,IAD,6,1,0.16666666666666666
EWR,IAH,344,223,0.6482558139534884
EWR,IND,165,73,0.44242424242424244
EWR,JAX,121,53,0.4380165289256198
EWR,LAS,120,68,0.5666666666666667
EWR,LAX,240,167,0.6958333333333333
EWR,LIT,27,15,0.5555555555555556
EWR,MCI,130,64,0.49230769230769234
EWR,MCO,392,216,0.5510204081632653
EWR,MEM,128,45,0.3515625
EWR,MHT,116,51,0.4396551724137931
EWR,MIA,239,127,0.5313807531380753
EWR,MKE,81,35,0.43209876543209874
EWR,MSN,29,9,0.3103448275862069
EWR,MSP,215,106,0.4930232558139535
EWR,MSY,75,30,0.4
EWR,MTJ,2,0,0.0
EWR,MYR,5,2,0.4
EWR,OKC,29,15,0.5172413793103449
EWR,OMA,79,37,0.46835443037974683
EWR,ORD,610,238,0.3901639344262295
EWR,ORF,60,25,0.4166666666666667
EWR,PBI,223,121,0.5426008968609866
EWR,PDX,61,40,0.6557377049180327
EWR,PHX,200,86,0.43
EWR,PIT,65,27,0.4153846153846154
EWR,PVD,121,52,0.4297520661157025
EWR,PWM,1,0,0.0
EWR,RDU,57,26,0.45614035087719296
EWR,RIC,137,76,0.5547445255474452
EWR,ROC,74,37,0.5
EWR,RSW,154,62,0.4025974025974026
EWR,SAN,108,77,0.7129629629629629
EWR,SAT,56,25,0.44642857142857145
EWR,SAV,70,29,0.4142857142857143
EWR,SDF,79,33,0.4177215189873418
EWR,SEA,169,105,0.621301775147929
EWR,SFO,231,145,0.6277056277056277
EWR,SJU,63,46,0.7301587301587301
EWR,SLC,56,31,0.5535714285714286
EWR,SNA,79,49,0.620253164556962
EWR,STL,162,74,0.4567901234567901
EWR,STT,24,15,0.625
EWR,SYR,13,9,0.6923076923076923
EWR,TPA,201,112,0.5572139303482587
EWR,TUL,27,15,0.5555555555555556
EWR,TYS,33,18,0.5454545454545454
EWR,XNA,35,17,0.4857142857142857
EYW,ATL,95,43,0.45263157894736844
EYW,MCO,31,5,0.16129032258064516
FAI,ANC,207,72,0.34782608695652173
FAI,BRW,30,16,0.5333333333333333
FAI,SCC,30,7,0.23333333333333334
FAI,SEA,62,28,0.45161290322580644
FAR,DEN,119,41,0.3445378151260504
FAR,MSP,150,69,0.46
FAR,ORD,167,54,0.32335329341317365
FAR,SLC,54,24,0.4444444444444444
FAT,DEN,90,33,0.36666666666666664
FAT,DFW,61,21,0.3442622950819672
FAT,LAS,148,59,0.39864864864864863
FAT,LAX,303,110,0.36303630363036304
FAT,PHX,132,32,0.24242424242424243
FAT,SFO,151,81,0.5364238410596026
FAT,SLC,86,40,0.46511627906976744
FAY,ATL,246,94,0.3821138211382114
FAY,CLT,31,1,0.03225806451612903
FAY,DFW,61,9,0.14754098360655737
FCA,DEN,31,6,0.1935483870967742
FCA,MSP,15,7,0.4666666666666667
FCA,SLC,115,31,0.26956521739130435
FLG,PHX,219,26,0.1187214611872146
FLL,ABE,17,1,0.058823529411764705
FLL,ALB,31,22,0.7096774193548387
FLL,ATL,662,222,0.33534743202416917
FLL,AUS,62,39,0.6290322580645161
FLL,BDL,138,72,0.5217391304347826
FLL,BNA,62,50,0.8064516129032258
FLL,BOS,170,98,0.5764705882352941
FLL,BUF,57,31,0.543859649122807
FLL,BWI,220,104,0.4727272727272727
FLL,CLE,48,17,0.3541666666666667
FLL,CLT,238,54,0.226890756302521
FLL,CMH,26,4,0.15384615384615385
FLL,CVG,57,32,0.5614035087719298
FLL,DCA,150,40,0.26666666666666666
FLL,DEN,121,69,0.5702479338842975
FLL,DFW,185,50,0.2702702702702703
FLL,DTW,172,54,0.313953488372093
FLL,EWR,352,171,0.48579545454545453
FLL,HOU,62,48,0.7741935483870968
FLL,HPN,99,49,0.494949494949495
FLL,IAD,89,57,0.6404494382022472
FLL,IAH,150,61,0.4066666666666667
FLL,IND,32,8,0.25
FLL,ISP,94,55,0.5851063829787234
FLL,JAX,137,78,0.5693430656934306
FLL,JFK,447,213,0.47651006711409394
FLL,LAS,31,20,0.6451612903225806
FLL,LAX,31,5,0.16129032258064516
FLL,LEX,13,6,0.46153846153846156
FLL,LGA,313,124,0.3961661341853035
FLL,LGB,31,28,0.9032258064516129
FLL,MCI,31,19,0.6129032258064516
FLL,MCO,145,85,0.5862068965517241
FLL,MDT,14,0,0.0
FLL,MDW,123,86,0.6991869918699187
FLL,MEM,45,16,0.35555555555555557
FLL,MKE,27,4,0.14814814814814814
FLL,MSP,43,17,0.3953488372093023
FLL,MSY,58,32,0.5517241379310345
FLL,ORD,92,28,0.30434782608695654
FLL,PHL,257,96,0.3735408560311284
FLL,PHX,95,43,0.45263157894736844
FLL,PIT,47,13,0.2765957446808511
FLL,PVD,46,30,0.6521739130434783
FLL,RDU,62,40,0.6451612903225806
FLL,RIC,31,22,0.7096774193548387
FLL,SFO,25,21,0.84
FLL,SJU,79,51,0.6455696202531646
FLL,STL,31,21,0.6774193548387096
FLL,SWF,31,22,0.7096774193548387
FLL,TLH,27,7,0.25925925925925924
FLL,TPA,201,114,0.5671641791044776
FLO,ATL,18,11,0.6111111111111112
FNT,ATL,212,107,0.5047169811320755
FNT,DTW,90,31,0.34444444444444444
FNT,MCO,36,6,0.16666666666666666
FNT,MSP,41,18,0.43902439024390244
FNT,RSW,26,17,0.6538461538461539
FNT,TPA,26,9,0.34615384615384615
FSD,DEN,119,42,0.35294117647058826
FSD,DFW,44,17,0.38636363636363635
FSD,DTW,29,11,0.3793103448275862
FSD,MSP,118,52,0.4406779661016949
FSD,ORD,207,70,0.33816425120772947
FSM,DFW,75,19,0.25333333333333335
FSM,MEM,87,9,0.10344827586206896
FWA,ATL,60,25,0.4166666666666667
FWA,CVG,47,15,0.3191489361702128
FWA,DFW,62,18,0.2903225806451613
FWA,DTW,128,42,0.328125
FWA,ORD,152,49,0.3223684210526316
GCC,DEN,62,30,0.4838709677419355
GCC,RKS,31,10,0.3225806451612903
GCC,SLC,31,7,0.22580645161290322
GEG,BOI,86,44,0.5116279069767442
GEG,DEN,160,55,0.34375
GEG,LAS,62,34,0.5483870967741935
GEG,MSP,57,31,0.543859649122807
GEG,OAK,62,26,0.41935483870967744
GEG,ORD,3,1,0.3333333333333333
GEG,PDX,70,41,0.5857142857142857
GEG,PHX,70,23,0.32857142857142857
GEG,SEA,254,105,0.41338582677165353
GEG,SFO,62,25,0.4032258064516129
GEG,SLC,174,94,0.5402298850574713
GFK,MSP,206,83,0.4029126213592233
GGG,DFW,31,8,0.25806451612903225
GJT,DEN,218,64,0.29357798165137616
GJT,DFW,62,22,0.3548387096774194
GJT,PHX,86,12,0.13953488372093023
GJT,SLC,103,20,0.1941747572815534
GNV,ATL,194,73,0.37628865979381443
GPT,ATL,166,62,0.37349397590361444
GPT,DFW,92,24,0.2608695652173913
GPT,IAH,143,33,0.23076923076923078
GPT,MEM,87,22,0.25287356321839083
GPT,TPA,14,3,0.21428571428571427
GRB,CLE,51,17,0.3333333333333333
GRB,DTW,112,38,0.3392857142857143
GRB,MQT,27,15,0.5555555555555556
GRB,MSP,107,41,0.38317757009345793
GRB,ORD,244,77,0.3155737704918033
GRK,ATL,61,26,0.4262295081967213
GRK,DFW,176,52,0.29545454545454547
GRK,IAH,30,3,0.1
GRR,ATL,49,26,0.5306122448979592
GRR,BWI,61,17,0.2786885245901639
GRR,CLE,79,30,0.379746835443038
GRR,CVG,57,15,0.2631578947368421
GRR,DCA,26,10,0.38461538461538464
GRR,DEN,5,1,0.2
GRR,DFW,62,25,0.4032258064516129
GRR,DTW,184,65,0.3532608695652174
GRR,EWR,52,33,0.6346153846153846
GRR,IAH,60,18,0.3
GRR,LGA,9,3,0.3333333333333333
GRR,MCO,31,7,0.22580645161290322
GRR,MEM,58,25,0.43103448275862066
GRR,MSP,96,38,0.3958333333333333
GRR,ORD,137,52,0.3795620437956204
GRR,RSW,26,8,0.3076923076923077
GRR,TPA,23,1,0.043478260869565216
GSO,ATL,299,92,0.3076923076923077
GSO,CLT,62,17,0.27419354838709675
GSO,CVG,31,13,0.41935483870967744
GSO,DFW,75,27,0.36
GSO,DTW,87,22,0.25287356321839083
GSO,EWR,103,44,0.42718446601941745
GSO,IAD,54,24,0.4444444444444444
GSO,IAH,68,30,0.4411764705882353
GSO,MIA,62,16,0.25806451612903225
GSO,ORD,30,17,0.5666666666666667
GSP,ATL,285,111,0.3894736842105263
GSP,CLE,29,15,0.5172413793103449
GSP,CVG,31,11,0.3548387096774194
GSP,DFW,119,32,0.2689075630252101
GSP,DTW,90,40,0.4444444444444444
GSP,EWR,67,29,0.43283582089552236
GSP,IAD,47,20,0.425531914893617
GSP,IAH,80,27,0.3375
GSP,ORD,42,15,0.35714285714285715
GTF,DEN,62,18,0.2903225806451613
GTF,SLC,85,25,0.29411764705882354
GTR,ATL,30,7,0.23333333333333334
GTR,MEM,31,2,0.06451612903225806
GUC,DEN,47,14,0.2978723404255319
GUC,DFW,32,10,0.3125
GUC,IAH,16,8,0.5
GUM,HNL,10,6,0.6
HDN,ATL,14,7,0.5
HDN,DEN,92,25,0.2717391304347826
HDN,DFW,18,6,0.3333333333333333
HDN,EWR,2,1,0.5
HDN,IAH,16,8,0.5
HDN,ORD,16,3,0.1875
HLN,DEN,60,24,0.4
HLN,SLC,85,28,0.32941176470588235
HNL,ANC,31,9,0.2903225806451613
HNL,ATL,31,13,0.41935483870967744
HNL,DEN,35,5,0.14285714285714285
HNL,DFW,62,28,0.45161290322580644
HNL,DTW,6,0,0.0
HNL,EWR,31,16,0.5161290322580645
HNL,GUM,10,5,0.5
HNL,IAH,47,25,0.5319148936170213
HNL,ITO,573,164,0.2862129144851658
HNL,KOA,667,193,0.2893553223388306
HNL,LAS,76,33,0.4342105263157895
HNL,LAX,459,138,0.3006535947712418
HNL,LIH,714,210,0.29411764705882354
HNL,MSP,18,12,0.6666666666666666
HNL,OAK,31,14,0.45161290322580644
HNL,OGG,951,268,0.28180862250262884
HNL,ORD,55,17,0.3090909090909091
HNL,PDX,62,38,0.6129032258064516
HNL,PHX,90,28,0.3111111111111111
HNL,SAN,31,16,0.5161290322580645
HNL,SEA,136,75,0.5514705882352942
HNL,SFO,214,67,0.3130841121495327
HNL,SJC,31,17,0.5483870967741935
HNL,SLC,31,6,0.1935483870967742
HNL,SMF,31,14,0.45161290322580644
HNL,SNA,31,12,0.3870967741935484
HOU,ABQ,87,58,0.6666666666666666
HOU,ATL,358,106,0.29608938547486036
HOU,AUS,142,113,0.795774647887324
HOU,BHM,62,45,0.7258064516129032
HOU,BNA,118,91,0.7711864406779662
HOU,BWI,88,69,0.7840909090909091
HOU,CRP,138,101,0.7318840579710145
HOU,DAL,698,451,0.6461318051575932
HOU,DEN,204,113,0.553921568627451
HOU,DFW,206,43,0.2087378640776699
HOU,ECP,62,51,0.8225806451612904
HOU,ELP,86,64,0.7441860465116279
HOU,FLL,61,53,0.8688524590163934
HOU,HRL,181,150,0.8287292817679558
HOU,JAN,93,67,0.7204301075268817
HOU,JAX,31,29,0.9354838709677419
HOU,JFK,60,24,0.4
HOU,LAS,118,89,0.7542372881355932
HOU,LAX,118,97,0.8220338983050848
HOU,LIT,31,19,0.6129032258064516
HOU,MAF,56,36,0.6428571428571429
HOU,MCO,123,107,0.8699186991869918
HOU,MDW,171,137,0.8011695906432749
HOU,MSY,282,188,0.6666666666666666
HOU,OAK,61,52,0.8524590163934426
HOU,OKC,94,72,0.7659574468085106
HOU,PHL,39,30,0.7692307692307693
HOU,PHX,118,90,0.7627118644067796
HOU,SAN,56,42,0.75
HOU,SAT,145,112,0.7724137931034483
HOU,STL,111,83,0.7477477477477478
HOU,TPA,123,102,0.8292682926829268
HOU,TUL,99,65,0.6565656565656566
HPN,ATL,243,113,0.46502057613168724
HPN,DTW,1,0,0.0
HPN,FLL,99,43,0.43434343434343436
HPN,MCO,150,63,0.42
HPN,ORD,75,32,0.4266666666666667
HPN,PBI,166,69,0.41566265060240964
HPN,RSW,51,18,0.35294117647058826
HPN,TPA,31,5,0.16129032258064516
HRL,AUS,31,14,0.45161290322580644
HRL,HOU,181,85,0.4696132596685083
HRL,IAH,145,20,0.13793103448275862
HRL,SAT,55,22,0.4
HSV,ATL,280,86,0.30714285714285716
HSV,BWI,62,17,0.27419354838709675
HSV,DEN,59,19,0.3220338983050847
HSV,DFW,87,15,0.1724137931034483
HSV,DTW,39,9,0.23076923076923078
HSV,IAD,49,11,0.22448979591836735
HSV,IAH,80,16,0.2
HSV,MCO,31,13,0.41935483870967744
HSV,MEM,87,23,0.26436781609195403
HSV,ORD,75,25,0.3333333333333333
HTS,CVG,57,7,0.12280701754385964
IAD,ABQ,31,11,0.3548387096774194
IAD,ALB,72,17,0.2361111111111111
IAD,ATL,449,196,0.4365256124721604
IAD,AUS,45,12,0.26666666666666666
IAD,BDL,123,29,0.23577235772357724
IAD,BNA,48,18,0.375
IAD,BOS,346,104,0.30057803468208094
IAD,BTV,62,22,0.3548387096774194
IAD,BUF,83,38,0.4578313253012048
IAD,CAE,122,51,0.4180327868852459
IAD,CHS,60,22,0.36666666666666664
IAD,CLE,55,24,0.43636363636363634
IAD,CLT,234,80,0.3418803418803419
IAD,CMH,89,34,0.38202247191011235
IAD,COS,30,12,0.4
IAD,CVG,122,36,0.29508196721311475
IAD,DAY,91,38,0.4175824175824176
IAD,DEN,301,147,0.4883720930232558
IAD,DFW,231,81,0.35064935064935066
IAD,DTW,224,98,0.4375
IAD,EWR,7,2,0.2857142857142857
IAD,FLL,89,57,0.6404494382022472
IAD,GSO,36,9,0.25
IAD,GSP,48,17,0.3541666666666667
IAD,HSV,49,13,0.2653061224489796
IAD,IAH,144,58,0.4027777777777778
IAD,IND,47,17,0.3617021276595745
IAD,JAX,77,22,0.2857142857142857
IAD,JFK,176,81,0.4602272727272727
IAD,LAS,66,20,0.30303030303030304
IAD,LAX,331,128,0.3867069486404834
IAD,LGA,120,43,0.35833333333333334
IAD,LGB,45,27,0.6
IAD,MCI,32,10,0.3125
IAD,MCO,249,81,0.3253012048192771
IAD,MDW,177,108,0.6101694915254238
IAD,MHT,64,27,0.421875
IAD,MIA,62,32,0.5161290322580645
IAD,MSP,12,10,0.8333333333333334
IAD,MSY,43,10,0.23255813953488372
IAD,OAK,25,16,0.64
IAD,OKC,5,4,0.8
IAD,ORD,224,69,0.3080357142857143
IAD,ORF,84,25,0.2976190476190476
IAD,PDX,31,16,0.5161290322580645
IAD,PHX,31,17,0.5483870967741935
IAD,PIT,56,9,0.16071428571428573
IAD,PNS,37,20,0.5405405405405406
IAD,PVD,74,20,0.2702702702702703
IAD,PWM,91,41,0.45054945054945056
IAD,RDU,106,33,0.3113207547169811
IAD,ROA,60,23,0.38333333333333336
IAD,ROC,98,37,0.37755102040816324
IAD,SAN,93,28,0.3010752688172043
IAD,SAT,47,4,0.0851063829787234
IAD,SAV,63,25,0.3968253968253968
IAD,SEA,93,44,0.4731182795698925
IAD,SFO,254,119,0.468503937007874
IAD,SJU,78,25,0.32051282051282054
IAD,SLC,31,20,0.6451612903225806
IAD,SMF,31,11,0.3548387096774194
IAD,STT,13,5,0.38461538461538464
IAD,SYR,75,22,0.29333333333333333
IAD,TPA,93,32,0.34408602150537637
IAD,TYS,43,11,0.2558139534883721
IAH,ABQ,179,69,0.3854748603351955
IAH,AEX,60,17,0.2833333333333333
IAH,AMA,111,40,0.36036036036036034
IAH,ASE,4,1,0.25
IAH,ATL,470,186,0.39574468085106385
IAH,AUS,312,161,0.5160256410256411
IAH,AVL,29,9,0.3103448275862069
IAH,BHM,195,75,0.38461538461538464
IAH,BNA,202,83,0.41089108910891087
IAH,BOS,156,92,0.5897435897435898
IAH,BRO,145,60,0.41379310344827586
IAH,BTR,214,73,0.3411214953271028
IAH,BWI,141,66,0.46808510638297873
IAH,CAE,67,30,0.44776119402985076
IAH,CHS,74,41,0.5540540540540541
IAH,CLE,182,100,0.5494505494505495
IAH,CLT,400,151,0.3775
IAH,CMH,80,32,0.4
IAH,COS,146,53,0.363013698630137
IAH,CRP,313,107,0.34185303514376997
IAH,CRW,31,13,0.41935483870967744
IAH,CVG,205,61,0.2975609756097561
IAH,DAL,194,79,0.4072164948453608
IAH,DAY,60,29,0.48333333333333334
IAH,DCA,228,116,0.5087719298245614
IAH,DEN,321,218,0.6791277258566978
IAH,DFW,388,149,0.38402061855670105
IAH,DSM,58,28,0.4827586206896552
IAH,DTW,149,76,0.5100671140939598
IAH,EGE,16,16,1.0
IAH,ELP,175,83,0.4742857142857143
IAH,EWR,340,238,0.7
IAH,FLL,150,111,0.74
IAH,GPT,142,42,0.29577464788732394
IAH,GRK,30,12,0.4
IAH,GRR,60,32,0.5333333333333333
IAH,GSO,68,26,0.38235294117647056
IAH,GSP,79,30,0.379746835443038
IAH,GUC,16,13,0.8125
IAH,HDN,16,14,0.875
IAH,HNL,47,41,0.8723404255319149
IAH,HRL,145,49,0.33793103448275863
IAH,HSV,79,28,0.35443037974683544
IAH,IAD,144,46,0.3194444444444444
IAH,ICT,134,44,0.3283582089552239
IAH,IND,159,76,0.4779874213836478
IAH,JAN,140,56,0.4
IAH,JAX,162,70,0.43209876543209874
IAH,JFK,31,4,0.12903225806451613
IAH,LAS,211,141,0.6682464454976303
IAH,LAX,329,282,0.8571428571428571
IAH,LBB,113,39,0.34513274336283184
IAH,LCH,27,8,0.2962962962962963
IAH,LEX,58,34,0.5862068965517241
IAH,LFT,197,58,0.29441624365482233
IAH,LGA,234,143,0.6111111111111112
IAH,LIT,172,51,0.29651162790697677
IAH,LRD,106,35,0.330188679245283
IAH,MAF,168,69,0.4107142857142857
IAH,MCI,286,117,0.4090909090909091
IAH,MCO,199,164,0.8241206030150754
IAH,MEM,237,49,0.20675105485232068
IAH,MFE,176,78,0.4431818181818182
IAH,MIA,226,111,0.4911504424778761
IAH,MKE,141,46,0.3262411347517731
IAH,MOB,137,38,0.2773722627737226
IAH,MSP,189,76,0.4021164021164021
IAH,MSY,322,138,0.42857142857142855
IAH,MTJ,16,9,0.5625
IAH,OKC,225,78,0.3466666666666667
IAH,OMA,187,74,0.39572192513368987
IAH,ONT,91,65,0.7142857142857143
IAH,ORD,504,272,0.5396825396825397
IAH,ORF,61,31,0.5081967213114754
IAH,PBI,117,60,0.5128205128205128
IAH,PDX,109,84,0.7706422018348624
IAH,PHL,144,100,0.6944444444444444
IAH,PHX,336,154,0.4583333333333333
IAH,PIT,142,55,0.3873239436619718
IAH,PNS,130,47,0.36153846153846153
IAH,RDU,165,82,0.49696969696969695
IAH,RIC,84,49,0.5833333333333334
IAH,RSW,94,48,0.5106382978723404
IAH,SAN,205,160,0.7804878048780488
IAH,SAT,311,168,0.5401929260450161
IAH,SAV,77,32,0.4155844155844156
IAH,SDF,100,50,0.5
IAH,SEA,230,184,0.8
IAH,SFO,229,192,0.8384279475982532
IAH,SHV,61,25,0.4098360655737705
IAH,SJC,77,55,0.7142857142857143
IAH,SJU,35,31,0.8857142857142857
IAH,SLC,204,121,0.5931372549019608
IAH,SMF,91,61,0.6703296703296703
IAH,SNA,140,86,0.6142857142857143
IAH,STL,79,28,0.35443037974683544
IAH,TPA,166,96,0.5783132530120482
IAH,TUL,208,64,0.3076923076923077
IAH,TUS,135,68,0.5037037037037037
IAH,TYS,109,45,0.41284403669724773
IAH,VPS,91,37,0.4065934065934066
IAH,XNA,93,31,0.3333333333333333
ICT,ATL,240,70,0.2916666666666667
ICT,DEN,145,35,0.2413793103448276
ICT,DFW,117,28,0.23931623931623933
ICT,DTW,1,0,0.0
ICT,IAH,133,39,0.2932330827067669
ICT,MEM,60,23,0.38333333333333336
ICT,MSP,57,16,0.2807017543859649
ICT,ORD,225,75,0.3333333333333333
IDA,DEN,88,28,0.3181818181818182
IDA,PIH,1,1,1.0
IDA,SLC,135,38,0.2814814814814815
ILM,ATL,165,51,0.3090909090909091
ILM,CLT,152,30,0.19736842105263158
IND,ATL,340,124,0.36470588235294116
IND,BWI,144,70,0.4861111111111111
IND,CLE,35,10,0.2857142857142857
IND,CLT,54,12,0.2222222222222222
IND,DCA,83,8,0.0963855421686747
IND,DEN,189,100,0.5291005291005291
IND,DFW,153,46,0.3006535947712418
IND,DTW,195,63,0.3230769230769231
IND,EWR,166,88,0.5301204819277109
IND,FLL,32,9,0.28125
IND,IAD,56,28,0.5
IND,IAH,155,59,0.38064516129032255
IND,JFK,62,31,0.5
IND,LAS,87,53,0.6091954022988506
IND,LAX,20,14,0.7
IND,LGA,87,18,0.20689655172413793
IND,MCI,60,42,0.7
IND,MCO,144,34,0.2361111111111111
IND,MDW,95,64,0.6736842105263158
IND,MEM,90,19,0.2111111111111111
IND,MIA,62,45,0.7258064516129032
IND,MKE,84,30,0.35714285714285715
IND,MSP,146,63,0.4315068493150685
IND,ORD,199,99,0.49748743718592964
IND,PHL,25,4,0.16
IND,PHX,93,47,0.5053763440860215
IND,RDU,51,28,0.5490196078431373
IND,RSW,81,19,0.2345679012345679
IND,SLC,28,15,0.5357142857142857
IND,SRQ,26,10,0.38461538461538464
IND,TPA,93,29,0.3118279569892473
IPL,LAX,31,12,0.3870967741935484
IPL,YUM,31,1,0.03225806451612903
ISP,BWI,149,90,0.6040268456375839
ISP,FLL,94,48,0.5106382978723404
ISP,MCO,137,77,0.5620437956204379
ISP,MDW,92,47,0.5108695652173914
ISP,PBI,89,47,0.5280898876404494
ISP,TPA,70,39,0.5571428571428572
ITH,DTW,75,36,0.48
ITO,HNL,573,157,0.27399650959860383
ITO,OGG,31,5,0.16129032258064516
IYK,LAX,86,19,0.22093023255813954
JAC,ATL,13,10,0.7692307692307693
JAC,DEN,93,29,0.3118279569892473
JAC,DFW,10,4,0.4
JAC,LAX,16,6,0.375
JAC,ORD,32,16,0.5
JAC,SLC,86,32,0.37209302325581395
JAN,ATL,247,81,0.32793522267206476
JAN,BWI,39,21,0.5384615384615384
JAN,DCA,26,2,0.07692307692307693
JAN,DFW,239,77,0.32217573221757323
JAN,DTW,26,13,0.5
JAN,HOU,92,41,0.44565217391304346
JAN,IAH,141,48,0.3404255319148936
JAN,MCO,31,16,0.5161290322580645
JAN,MDW,56,34,0.6071428571428571
JAN,MEM,88,26,0.29545454545454547
JAX,ATL,481,150,0.31185031185031187
JAX,BHM,31,16,0.5161290322580645
JAX,BNA,86,57,0.6627906976744186
JAX,BOS,31,19,0.6129032258064516
JAX,BWI,174,76,0.4367816091954023
JAX,CLE,17,6,0.35294117647058826
JAX,CLT,197,38,0.19289340101522842
JAX,CVG,56,9,0.16071428571428573
JAX,DCA,169,31,0.1834319526627219
JAX,DFW,118,27,0.2288135593220339
JAX,DTW,77,29,0.37662337662337664
JAX,EWR,121,36,0.2975206611570248
JAX,FLL,138,60,0.43478260869565216
JAX,HOU,31,27,0.8709677419354839
JAX,IAD,91,30,0.32967032967032966
JAX,IAH,162,38,0.2345679012345679
JAX,JFK,88,30,0.3409090909090909
JAX,LAS,31,20,0.6451612903225806
JAX,LGA,70,14,0.2
JAX,MEM,90,23,0.25555555555555554
JAX,MIA,62,28,0.45161290322580644
JAX,ORD,169,38,0.22485207100591717
JAX,ORF,56,21,0.375
JAX,PHL,111,44,0.3963963963963964
JAX,TPA,81,45,0.5555555555555556
JFK,ALB,31,11,0.3548387096774194
JFK,ATL,204,82,0.4019607843137255
JFK,AUS,119,60,0.5042016806722689
JFK,BDL,14,3,0.21428571428571427
JFK,BOS,545,198,0.363302752293578
JFK,BQN,78,35,0.44871794871794873
JFK,BTV,179,81,0.45251396648044695
JFK,BUF,328,126,0.38414634146341464
JFK,BUR,74,33,0.44594594594594594
JFK,BWI,33,10,0.30303030303030304
JFK,CLE,93,41,0.44086021505376344
JFK,CLT,200,90,0.45
JFK,CMH,63,22,0.3492063492063492
JFK,CVG,78,19,0.24358974358974358
JFK,DCA,282,78,0.2765957446808511
JFK,DEN,59,30,0.5084745762711864
JFK,DFW,62,31,0.5
JFK,DTW,79,47,0.5949367088607594
JFK,EGE,16,8,0.5
JFK,FLL,449,232,0.5167037861915368
JFK,HOU,60,26,0.43333333333333335
JFK,IAD,206,73,0.35436893203883496
JFK,IAH,31,12,0.3870967741935484
JFK,IND,62,24,0.3870967741935484
JFK,JAX,89,39,0.43820224719101125
JFK,LAS,301,123,0.40863787375415284
JFK,LAX,812,300,0.3694581280788177
JFK,LGB,57,32,0.5614035087719298
JFK,LWB,31,13,0.41935483870967744
JFK,MCO,519,238,0.45857418111753373
JFK,MIA,364,157,0.43131868131868134
JFK,MSP,80,33,0.4125
JFK,MSY,92,30,0.32608695652173914
JFK,OAK,59,31,0.5254237288135594
JFK,ORD,226,102,0.45132743362831856
JFK,ORF,92,30,0.32608695652173914
JFK,PBI,213,115,0.539906103286385
JFK,PDX,54,25,0.46296296296296297
JFK,PHL,14,8,0.5714285714285714
JFK,PHX,176,68,0.38636363636363635
JFK,PIT,168,65,0.3869047619047619
JFK,PSE,31,10,0.3225806451612903
JFK,PWM,86,38,0.4418604651162791
JFK,RDU,272,102,0.375
JFK,RIC,90,38,0.4222222222222222
JFK,ROC,188,78,0.4148936170212766
JFK,RSW,165,71,0.4303030303030303
JFK,SAN,132,47,0.3560606060606061
JFK,SAT,27,22,0.8148148148148148
JFK,SEA,123,46,0.37398373983739835
JFK,SFO,554,223,0.40252707581227437
JFK,SJC,31,12,0.3870967741935484
JFK,SJU,332,156,0.46987951807228917
JFK,SLC,155,75,0.4838709677419355
JFK,SMF,25,14,0.56
JFK,SNA,22,4,0.18181818181818182
JFK,SRQ,62,19,0.3064516129032258
JFK,STL,62,26,0.41935483870967744
JFK,STT,35,12,0.34285714285714286
JFK,SYR,185,70,0.3783783783783784
JFK,TPA,227,91,0.4008810572687225
JNU,ANC,89,29,0.3258426966292135
JNU,KTN,30,9,0.3
JNU,PSG,29,11,0.3793103448275862
JNU,SEA,60,26,0.43333333333333335
JNU,SIT,58,24,0.41379310344827586
